split,fname,original_shape,mask_area,mask_bbox,slice_ratio
test,hepaticvessel_420_56_CT_liver_vessel.png,"(512, 512)",1104,"(516, 442, 345, 247)",1
test,hepaticvessel_420_56_CT_liver_tumor.png,"(512, 512)",1700,"(570, 680, 57, 37)",3
test,hepaticvessel_420_57_CT_liver_vessel.png,"(512, 512)",1108,"(518, 418, 345, 269)",1
test,hepaticvessel_420_57_CT_liver_tumor.png,"(512, 512)",2240,"(566, 678, 65, 43)",5
test,hepaticvessel_420_58_CT_liver_vessel.png,"(512, 512)",1228,"(550, 442, 309, 243)",1
test,hepaticvessel_420_58_CT_liver_tumor.png,"(512, 512)",2440,"(566, 678, 67, 43)",5
test,hepaticvessel_420_59_CT_liver_vessel.png,"(512, 512)",1308,"(716, 424, 151, 243)",1
test,hepaticvessel_420_59_CT_liver_tumor.png,"(512, 512)",2580,"(564, 678, 69, 43)",5
test,hepaticvessel_420_60_CT_liver_vessel.png,"(512, 512)",1452,"(522, 428, 345, 253)",1
test,hepaticvessel_420_60_CT_liver_tumor.png,"(512, 512)",2648,"(564, 676, 71, 45)",5
test,hepaticvessel_420_61_CT_liver_vessel.png,"(512, 512)",1880,"(524, 432, 341, 249)",2
test,hepaticvessel_420_61_CT_liver_tumor.png,"(512, 512)",2624,"(564, 678, 71, 43)",5
test,hepaticvessel_420_62_CT_liver_vessel.png,"(512, 512)",2464,"(526, 434, 337, 239)",3
test,hepaticvessel_420_62_CT_liver_tumor.png,"(512, 512)",2384,"(564, 678, 71, 41)",5
test,hepaticvessel_420_63_CT_liver_vessel.png,"(512, 512)",3148,"(528, 410, 333, 265)",4
test,hepaticvessel_420_63_CT_liver_tumor.png,"(512, 512)",2124,"(568, 678, 67, 41)",4
test,hepaticvessel_420_64_CT_liver_vessel.png,"(512, 512)",3708,"(534, 406, 345, 269)",4
test,hepaticvessel_420_64_CT_liver_tumor.png,"(512, 512)",1636,"(572, 684, 61, 33)",3
test,hepaticvessel_420_65_CT_liver_vessel.png,"(512, 512)",5904,"(538, 440, 341, 233)",7
test,hepaticvessel_420_65_CT_liver_tumor.png,"(512, 512)",1332,"(574, 686, 57, 29)",3
test,hepaticvessel_420_66_CT_liver_vessel.png,"(512, 512)",6852,"(540, 440, 337, 231)",9
test,hepaticvessel_420_66_CT_liver_tumor.png,"(512, 512)",1032,"(576, 688, 51, 27)",2
test,hepaticvessel_420_67_CT_liver_vessel.png,"(512, 512)",7032,"(546, 442, 329, 227)",9
test,hepaticvessel_420_67_CT_liver_tumor.png,"(512, 512)",792,"(580, 694, 45, 19)",1
test,hepaticvessel_420_68_CT_liver_vessel.png,"(512, 512)",7456,"(500, 444, 367, 239)",10
test,hepaticvessel_420_69_CT_liver_vessel.png,"(512, 512)",7196,"(504, 446, 359, 231)",9
test,hepaticvessel_420_70_CT_liver_vessel.png,"(512, 512)",6468,"(508, 448, 351, 225)",8
test,hepaticvessel_420_71_CT_liver_vessel.png,"(512, 512)",5492,"(514, 380, 345, 291)",7
test,hepaticvessel_420_72_CT_liver_vessel.png,"(512, 512)",4844,"(518, 390, 345, 279)",6
test,hepaticvessel_420_73_CT_liver_vessel.png,"(512, 512)",4872,"(550, 406, 303, 255)",6
test,hepaticvessel_420_74_CT_liver_vessel.png,"(512, 512)",5324,"(532, 410, 319, 251)",7
test,hepaticvessel_420_75_CT_liver_vessel.png,"(512, 512)",5260,"(534, 416, 315, 247)",7
test,hepaticvessel_420_76_CT_liver_vessel.png,"(512, 512)",5136,"(528, 420, 317, 259)",6
test,hepaticvessel_420_77_CT_liver_vessel.png,"(512, 512)",5252,"(522, 426, 319, 261)",7
test,hepaticvessel_420_78_CT_liver_vessel.png,"(512, 512)",5680,"(516, 430, 321, 257)",7
test,hepaticvessel_420_79_CT_liver_vessel.png,"(512, 512)",5860,"(488, 436, 345, 247)",7
test,hepaticvessel_420_79_CT_liver_tumor.png,"(512, 512)",500,"(842, 354, 35, 17)",1
test,hepaticvessel_420_80_CT_liver_vessel.png,"(512, 512)",5764,"(486, 436, 341, 243)",7
test,hepaticvessel_420_80_CT_liver_tumor.png,"(512, 512)",1012,"(832, 346, 41, 31)",2
test,hepaticvessel_420_81_CT_liver_vessel.png,"(512, 512)",5028,"(480, 444, 385, 231)",6
test,hepaticvessel_420_81_CT_liver_tumor.png,"(512, 512)",1724,"(822, 334, 43, 51)",3
test,hepaticvessel_420_82_CT_liver_vessel.png,"(512, 512)",4360,"(474, 446, 389, 225)",5
test,hepaticvessel_420_82_CT_liver_tumor.png,"(512, 512)",2516,"(820, 330, 53, 59)",5
test,hepaticvessel_420_83_CT_liver_vessel.png,"(512, 512)",3852,"(468, 446, 393, 223)",5
test,hepaticvessel_420_83_CT_liver_tumor.png,"(512, 512)",2808,"(814, 330, 63, 61)",6
test,hepaticvessel_420_84_CT_liver_vessel.png,"(512, 512)",3500,"(526, 444, 333, 221)",4
test,hepaticvessel_420_84_CT_liver_tumor.png,"(512, 512)",3068,"(814, 330, 67, 61)",6
test,hepaticvessel_420_85_CT_liver_vessel.png,"(512, 512)",3308,"(530, 440, 323, 223)",4
test,hepaticvessel_420_85_CT_liver_tumor.png,"(512, 512)",3572,"(812, 326, 69, 67)",8
test,hepaticvessel_420_86_CT_liver_vessel.png,"(512, 512)",3704,"(536, 412, 315, 249)",4
test,hepaticvessel_420_86_CT_liver_tumor.png,"(512, 512)",3424,"(814, 324, 67, 65)",7
test,hepaticvessel_420_87_CT_liver_vessel.png,"(512, 512)",3996,"(540, 414, 313, 249)",5
test,hepaticvessel_420_87_CT_liver_tumor.png,"(512, 512)",3848,"(810, 324, 73, 71)",8
test,hepaticvessel_420_88_CT_liver_vessel.png,"(512, 512)",3684,"(544, 408, 317, 253)",4
test,hepaticvessel_420_88_CT_liver_tumor.png,"(512, 512)",3956,"(808, 322, 73, 73)",8
test,hepaticvessel_420_89_CT_liver_vessel.png,"(512, 512)",3484,"(548, 422, 313, 239)",4
test,hepaticvessel_420_89_CT_liver_tumor.png,"(512, 512)",4196,"(804, 322, 77, 73)",9
test,hepaticvessel_420_90_CT_liver_vessel.png,"(512, 512)",3844,"(488, 426, 369, 237)",5
test,hepaticvessel_420_90_CT_liver_tumor.png,"(512, 512)",4416,"(802, 316, 79, 79)",10
test,hepaticvessel_420_91_CT_liver_vessel.png,"(512, 512)",4092,"(506, 424, 303, 237)",5
test,hepaticvessel_420_91_CT_liver_tumor.png,"(512, 512)",4132,"(806, 316, 77, 75)",9
test,hepaticvessel_420_92_CT_liver_vessel.png,"(512, 512)",4096,"(512, 420, 287, 241)",5
test,hepaticvessel_420_92_CT_liver_tumor.png,"(512, 512)",3524,"(814, 320, 69, 69)",7
test,hepaticvessel_420_93_CT_liver_vessel.png,"(512, 512)",3764,"(524, 418, 271, 243)",5
test,hepaticvessel_420_93_CT_liver_tumor.png,"(512, 512)",2972,"(816, 322, 65, 67)",6
test,hepaticvessel_420_94_CT_liver_vessel.png,"(512, 512)",3716,"(532, 414, 261, 247)",4
test,hepaticvessel_420_94_CT_liver_tumor.png,"(512, 512)",2612,"(818, 324, 59, 63)",5
test,hepaticvessel_420_95_CT_liver_vessel.png,"(512, 512)",3816,"(540, 388, 255, 273)",5
test,hepaticvessel_420_95_CT_liver_tumor.png,"(512, 512)",2288,"(818, 326, 57, 61)",5
test,hepaticvessel_420_96_CT_liver_vessel.png,"(512, 512)",3992,"(488, 406, 309, 217)",5
test,hepaticvessel_420_96_CT_liver_tumor.png,"(512, 512)",1776,"(822, 336, 53, 51)",4
test,hepaticvessel_420_97_CT_liver_vessel.png,"(512, 512)",4260,"(498, 406, 289, 209)",5
test,hepaticvessel_420_97_CT_liver_tumor.png,"(512, 512)",992,"(824, 342, 47, 43)",2
test,hepaticvessel_420_98_CT_liver_vessel.png,"(512, 512)",4472,"(556, 414, 233, 193)",5
test,hepaticvessel_420_99_CT_liver_vessel.png,"(512, 512)",4832,"(558, 426, 233, 175)",6
test,hepaticvessel_420_100_CT_liver_vessel.png,"(512, 512)",5232,"(560, 428, 201, 169)",7
test,hepaticvessel_420_101_CT_liver_vessel.png,"(512, 512)",5180,"(564, 426, 193, 163)",6
test,hepaticvessel_420_102_CT_liver_vessel.png,"(512, 512)",4768,"(576, 452, 179, 131)",6
test,hepaticvessel_420_103_CT_liver_vessel.png,"(512, 512)",4644,"(574, 456, 183, 119)",6
test,hepaticvessel_420_104_CT_liver_vessel.png,"(512, 512)",4916,"(528, 460, 225, 111)",6
test,hepaticvessel_420_105_CT_liver_vessel.png,"(512, 512)",5604,"(470, 462, 269, 105)",7
test,hepaticvessel_420_106_CT_liver_vessel.png,"(512, 512)",4736,"(518, 466, 217, 99)",6
test,hepaticvessel_420_107_CT_liver_vessel.png,"(512, 512)",3580,"(596, 470, 141, 91)",4
test,hepaticvessel_420_108_CT_liver_vessel.png,"(512, 512)",2932,"(600, 476, 141, 79)",3
test,hepaticvessel_420_109_CT_liver_vessel.png,"(512, 512)",2120,"(604, 478, 117, 69)",2
test,hepaticvessel_420_110_CT_liver_vessel.png,"(512, 512)",1396,"(606, 480, 107, 65)",1
test,hepaticvessel_422_18_CT_liver_vessel.png,"(512, 512)",532,"(712, 424, 85, 159)",1
test,hepaticvessel_422_19_CT_liver_vessel.png,"(512, 512)",596,"(688, 424, 107, 183)",1
test,hepaticvessel_422_20_CT_liver_vessel.png,"(512, 512)",520,"(690, 430, 183, 183)",1
test,hepaticvessel_422_21_CT_liver_vessel.png,"(512, 512)",528,"(646, 370, 217, 389)",1
test,hepaticvessel_422_21_CT_liver_tumor.png,"(512, 512)",1012,"(718, 558, 37, 37)",4
test,hepaticvessel_422_22_CT_liver_vessel.png,"(512, 512)",708,"(636, 390, 215, 371)",2
test,hepaticvessel_422_22_CT_liver_tumor.png,"(512, 512)",1916,"(716, 552, 41, 55)",9
test,hepaticvessel_422_23_CT_liver_vessel.png,"(512, 512)",2592,"(634, 392, 209, 353)",7
test,hepaticvessel_422_23_CT_liver_tumor.png,"(512, 512)",2072,"(718, 550, 41, 61)",10
test,hepaticvessel_422_24_CT_liver_vessel.png,"(512, 512)",2492,"(618, 404, 219, 337)",7
test,hepaticvessel_422_24_CT_liver_tumor.png,"(512, 512)",1316,"(722, 564, 41, 37)",6
test,hepaticvessel_422_25_CT_liver_vessel.png,"(512, 512)",1144,"(580, 444, 239, 331)",3
test,hepaticvessel_422_26_CT_liver_vessel.png,"(512, 512)",884,"(592, 438, 211, 335)",2
test,hepaticvessel_422_27_CT_liver_vessel.png,"(512, 512)",1296,"(624, 462, 169, 307)",3
test,hepaticvessel_422_28_CT_liver_vessel.png,"(512, 512)",3324,"(534, 452, 255, 317)",10
test,hepaticvessel_422_29_CT_liver_vessel.png,"(512, 512)",2480,"(572, 552, 219, 225)",7
test,hepaticvessel_422_30_CT_liver_vessel.png,"(512, 512)",3268,"(562, 546, 255, 207)",9
test,hepaticvessel_422_31_CT_liver_vessel.png,"(512, 512)",2516,"(566, 536, 251, 217)",7
test,hepaticvessel_422_32_CT_liver_vessel.png,"(512, 512)",960,"(618, 534, 169, 219)",2
test,hepaticvessel_422_33_CT_liver_vessel.png,"(512, 512)",1444,"(586, 482, 201, 275)",4
test,hepaticvessel_422_34_CT_liver_vessel.png,"(512, 512)",484,"(578, 490, 205, 267)",1
test,hepaticvessel_422_35_CT_liver_vessel.png,"(512, 512)",644,"(578, 482, 205, 271)",1
test,hepaticvessel_422_36_CT_liver_vessel.png,"(512, 512)",360,"(724, 532, 55, 115)",1
test,hepaticvessel_423_3_CT_liver_tumor.png,"(512, 512)",848,"(806, 466, 31, 31)",1
test,hepaticvessel_423_8_CT_liver_vessel.png,"(512, 512)",860,"(576, 424, 251, 101)",1
test,hepaticvessel_423_9_CT_liver_vessel.png,"(512, 512)",2908,"(574, 424, 239, 111)",4
test,hepaticvessel_423_10_CT_liver_vessel.png,"(512, 512)",6364,"(574, 408, 233, 127)",10
test,hepaticvessel_423_11_CT_liver_vessel.png,"(512, 512)",6308,"(580, 386, 215, 165)",9
test,hepaticvessel_423_12_CT_liver_vessel.png,"(512, 512)",3156,"(580, 386, 211, 181)",4
test,hepaticvessel_423_13_CT_liver_vessel.png,"(512, 512)",2936,"(578, 376, 209, 203)",4
test,hepaticvessel_423_14_CT_liver_vessel.png,"(512, 512)",2220,"(576, 378, 217, 277)",3
test,hepaticvessel_423_14_CT_liver_tumor.png,"(512, 512)",1592,"(638, 460, 35, 57)",2
test,hepaticvessel_423_15_CT_liver_vessel.png,"(512, 512)",1728,"(578, 378, 219, 285)",2
test,hepaticvessel_423_15_CT_liver_tumor.png,"(512, 512)",6576,"(608, 438, 85, 93)",8
test,hepaticvessel_423_16_CT_liver_vessel.png,"(512, 512)",1748,"(574, 426, 225, 237)",2
test,hepaticvessel_423_16_CT_liver_tumor.png,"(512, 512)",7524,"(602, 436, 95, 103)",10
test,hepaticvessel_423_17_CT_liver_vessel.png,"(512, 512)",2260,"(570, 438, 229, 223)",3
test,hepaticvessel_423_17_CT_liver_tumor.png,"(512, 512)",6616,"(602, 448, 93, 91)",8
test,hepaticvessel_423_18_CT_liver_vessel.png,"(512, 512)",3664,"(542, 460, 81, 141)",5
test,hepaticvessel_423_18_CT_liver_tumor.png,"(512, 512)",5500,"(612, 452, 83, 85)",7
test,hepaticvessel_423_19_CT_liver_vessel.png,"(512, 512)",1956,"(562, 474, 61, 47)",3
test,hepaticvessel_423_19_CT_liver_tumor.png,"(512, 512)",2268,"(626, 466, 65, 63)",3
test,hepaticvessel_423_20_CT_liver_vessel.png,"(512, 512)",712,"(554, 472, 69, 45)",1
test,hepaticvessel_423_21_CT_liver_vessel.png,"(512, 512)",1808,"(548, 472, 55, 113)",2
test,hepaticvessel_424_35_CT_liver_tumor.png,"(512, 512)",1100,"(798, 494, 27, 63)",1
test,hepaticvessel_424_36_CT_liver_tumor.png,"(512, 512)",3072,"(776, 468, 51, 105)",3
test,hepaticvessel_424_37_CT_liver_tumor.png,"(512, 512)",3804,"(760, 480, 69, 93)",3
test,hepaticvessel_424_38_CT_liver_tumor.png,"(512, 512)",5012,"(760, 460, 69, 117)",5
test,hepaticvessel_424_39_CT_liver_tumor.png,"(512, 512)",5852,"(750, 456, 81, 127)",5
test,hepaticvessel_424_40_CT_liver_tumor.png,"(512, 512)",6460,"(744, 452, 85, 129)",6
test,hepaticvessel_424_41_CT_liver_tumor.png,"(512, 512)",7372,"(736, 450, 91, 133)",7
test,hepaticvessel_424_42_CT_liver_tumor.png,"(512, 512)",7696,"(730, 468, 93, 123)",7
test,hepaticvessel_424_43_CT_liver_tumor.png,"(512, 512)",8900,"(726, 460, 95, 131)",9
test,hepaticvessel_424_44_CT_liver_tumor.png,"(512, 512)",9724,"(722, 448, 99, 139)",9
test,hepaticvessel_424_45_CT_liver_tumor.png,"(512, 512)",9132,"(718, 468, 107, 113)",9
test,hepaticvessel_424_46_CT_liver_tumor.png,"(512, 512)",9448,"(718, 468, 111, 113)",9
test,hepaticvessel_424_47_CT_liver_tumor.png,"(512, 512)",9764,"(718, 468, 113, 119)",10
test,hepaticvessel_424_48_CT_liver_tumor.png,"(512, 512)",8888,"(726, 470, 165, 109)",9
test,hepaticvessel_424_49_CT_liver_tumor.png,"(512, 512)",8164,"(728, 478, 165, 99)",8
test,hepaticvessel_424_50_CT_liver_tumor.png,"(512, 512)",7256,"(732, 480, 161, 95)",7
test,hepaticvessel_424_51_CT_liver_tumor.png,"(512, 512)",6636,"(736, 480, 95, 91)",6
test,hepaticvessel_424_52_CT_liver_tumor.png,"(512, 512)",6036,"(744, 482, 87, 89)",6
test,hepaticvessel_424_53_CT_liver_tumor.png,"(512, 512)",5916,"(748, 474, 81, 95)",6
test,hepaticvessel_424_54_CT_liver_tumor.png,"(512, 512)",5676,"(750, 474, 79, 91)",5
test,hepaticvessel_424_55_CT_liver_tumor.png,"(512, 512)",5228,"(752, 478, 75, 87)",5
test,hepaticvessel_424_56_CT_liver_tumor.png,"(512, 512)",4168,"(756, 480, 67, 79)",4
test,hepaticvessel_424_57_CT_liver_tumor.png,"(512, 512)",3056,"(762, 482, 59, 75)",3
test,hepaticvessel_424_58_CT_liver_tumor.png,"(512, 512)",1300,"(768, 496, 43, 43)",1
test,hepaticvessel_424_60_CT_liver_vessel.png,"(512, 512)",556,"(618, 370, 213, 271)",1
test,hepaticvessel_424_61_CT_liver_vessel.png,"(512, 512)",708,"(614, 374, 223, 263)",1
test,hepaticvessel_424_62_CT_liver_vessel.png,"(512, 512)",940,"(552, 376, 305, 297)",1
test,hepaticvessel_424_63_CT_liver_vessel.png,"(512, 512)",916,"(608, 378, 241, 257)",1
test,hepaticvessel_424_64_CT_liver_vessel.png,"(512, 512)",964,"(554, 382, 299, 289)",1
test,hepaticvessel_424_65_CT_liver_vessel.png,"(512, 512)",968,"(552, 386, 263, 285)",1
test,hepaticvessel_424_66_CT_liver_vessel.png,"(512, 512)",1064,"(550, 388, 261, 281)",1
test,hepaticvessel_424_67_CT_liver_vessel.png,"(512, 512)",1200,"(550, 392, 255, 275)",2
test,hepaticvessel_424_68_CT_liver_vessel.png,"(512, 512)",1448,"(550, 398, 247, 267)",2
test,hepaticvessel_424_69_CT_liver_vessel.png,"(512, 512)",1060,"(548, 404, 243, 257)",1
test,hepaticvessel_424_70_CT_liver_vessel.png,"(512, 512)",1068,"(546, 408, 239, 251)",1
test,hepaticvessel_424_71_CT_liver_vessel.png,"(512, 512)",1384,"(544, 412, 235, 245)",2
test,hepaticvessel_424_72_CT_liver_vessel.png,"(512, 512)",2072,"(542, 416, 279, 239)",3
test,hepaticvessel_424_73_CT_liver_vessel.png,"(512, 512)",2728,"(540, 416, 271, 237)",4
test,hepaticvessel_424_74_CT_liver_vessel.png,"(512, 512)",3256,"(532, 392, 271, 261)",5
test,hepaticvessel_424_75_CT_liver_vessel.png,"(512, 512)",3476,"(534, 378, 267, 273)",6
test,hepaticvessel_424_76_CT_liver_vessel.png,"(512, 512)",3244,"(536, 354, 269, 295)",5
test,hepaticvessel_424_77_CT_liver_vessel.png,"(512, 512)",3040,"(538, 362, 283, 287)",5
test,hepaticvessel_424_78_CT_liver_vessel.png,"(512, 512)",2996,"(540, 360, 301, 289)",5
test,hepaticvessel_424_79_CT_liver_vessel.png,"(512, 512)",3036,"(538, 360, 233, 289)",5
test,hepaticvessel_424_80_CT_liver_vessel.png,"(512, 512)",3012,"(538, 360, 237, 289)",5
test,hepaticvessel_424_81_CT_liver_vessel.png,"(512, 512)",2984,"(540, 442, 251, 209)",5
test,hepaticvessel_424_82_CT_liver_vessel.png,"(512, 512)",3104,"(542, 446, 217, 205)",5
test,hepaticvessel_424_83_CT_liver_vessel.png,"(512, 512)",3364,"(544, 410, 217, 249)",6
test,hepaticvessel_424_84_CT_liver_vessel.png,"(512, 512)",4232,"(546, 348, 265, 311)",7
test,hepaticvessel_424_85_CT_liver_vessel.png,"(512, 512)",5036,"(534, 344, 327, 313)",9
test,hepaticvessel_424_86_CT_liver_vessel.png,"(512, 512)",4816,"(524, 344, 335, 315)",8
test,hepaticvessel_424_87_CT_liver_vessel.png,"(512, 512)",3968,"(508, 342, 347, 313)",7
test,hepaticvessel_424_88_CT_liver_vessel.png,"(512, 512)",3600,"(554, 416, 299, 237)",6
test,hepaticvessel_424_89_CT_liver_vessel.png,"(512, 512)",2956,"(554, 414, 273, 237)",5
test,hepaticvessel_424_90_CT_liver_vessel.png,"(512, 512)",2800,"(554, 414, 267, 235)",5
test,hepaticvessel_424_91_CT_liver_vessel.png,"(512, 512)",2740,"(554, 412, 269, 239)",5
test,hepaticvessel_424_92_CT_liver_vessel.png,"(512, 512)",2732,"(556, 408, 215, 243)",4
test,hepaticvessel_424_93_CT_liver_vessel.png,"(512, 512)",2596,"(538, 406, 237, 237)",4
test,hepaticvessel_424_94_CT_liver_vessel.png,"(512, 512)",2548,"(538, 414, 239, 221)",4
test,hepaticvessel_424_95_CT_liver_vessel.png,"(512, 512)",2504,"(540, 418, 237, 215)",4
test,hepaticvessel_424_96_CT_liver_vessel.png,"(512, 512)",2512,"(482, 420, 319, 209)",4
test,hepaticvessel_424_97_CT_liver_vessel.png,"(512, 512)",2604,"(488, 420, 309, 207)",4
test,hepaticvessel_424_98_CT_liver_vessel.png,"(512, 512)",2564,"(490, 422, 301, 203)",4
test,hepaticvessel_424_99_CT_liver_vessel.png,"(512, 512)",2496,"(496, 364, 291, 257)",4
test,hepaticvessel_424_100_CT_liver_vessel.png,"(512, 512)",2460,"(502, 366, 283, 251)",4
test,hepaticvessel_424_101_CT_liver_vessel.png,"(512, 512)",2620,"(508, 370, 275, 243)",4
test,hepaticvessel_424_102_CT_liver_vessel.png,"(512, 512)",3812,"(512, 376, 271, 235)",6
test,hepaticvessel_424_103_CT_liver_vessel.png,"(512, 512)",5284,"(516, 388, 265, 219)",9
test,hepaticvessel_424_104_CT_liver_vessel.png,"(512, 512)",5476,"(520, 434, 271, 169)",10
test,hepaticvessel_424_105_CT_liver_vessel.png,"(512, 512)",4492,"(528, 456, 295, 143)",8
test,hepaticvessel_424_106_CT_liver_vessel.png,"(512, 512)",3648,"(536, 460, 231, 135)",6
test,hepaticvessel_424_107_CT_liver_vessel.png,"(512, 512)",2888,"(548, 472, 215, 119)",5
test,hepaticvessel_424_108_CT_liver_vessel.png,"(512, 512)",1988,"(554, 488, 207, 99)",3
test,hepaticvessel_424_109_CT_liver_vessel.png,"(512, 512)",1456,"(556, 494, 203, 89)",2
test,hepaticvessel_424_110_CT_liver_vessel.png,"(512, 512)",1080,"(554, 498, 203, 81)",1
test,hepaticvessel_424_111_CT_liver_vessel.png,"(512, 512)",576,"(554, 498, 107, 73)",1
test,hepaticvessel_425_14_CT_liver_vessel.png,"(512, 512)",412,"(714, 500, 53, 145)",1
test,hepaticvessel_425_15_CT_liver_vessel.png,"(512, 512)",816,"(694, 492, 69, 155)",2
test,hepaticvessel_425_16_CT_liver_vessel.png,"(512, 512)",896,"(682, 486, 123, 165)",2
test,hepaticvessel_425_17_CT_liver_vessel.png,"(512, 512)",1092,"(640, 478, 157, 183)",2
test,hepaticvessel_425_18_CT_liver_vessel.png,"(512, 512)",1228,"(640, 480, 131, 179)",3
test,hepaticvessel_425_19_CT_liver_vessel.png,"(512, 512)",968,"(630, 494, 121, 169)",2
test,hepaticvessel_425_20_CT_liver_vessel.png,"(512, 512)",848,"(594, 434, 205, 247)",2
test,hepaticvessel_425_21_CT_liver_vessel.png,"(512, 512)",2148,"(596, 434, 173, 253)",5
test,hepaticvessel_425_22_CT_liver_vessel.png,"(512, 512)",2264,"(510, 536, 261, 179)",5
test,hepaticvessel_425_22_CT_liver_tumor.png,"(512, 512)",808,"(716, 306, 31, 31)",9
test,hepaticvessel_425_23_CT_liver_vessel.png,"(512, 512)",4036,"(506, 482, 263, 233)",10
test,hepaticvessel_425_23_CT_liver_tumor.png,"(512, 512)",892,"(716, 306, 35, 33)",10
test,hepaticvessel_425_24_CT_liver_vessel.png,"(512, 512)",1504,"(506, 492, 271, 225)",3
test,hepaticvessel_425_24_CT_liver_tumor.png,"(512, 512)",604,"(780, 626, 31, 23)",6
test,hepaticvessel_425_25_CT_liver_vessel.png,"(512, 512)",1600,"(492, 454, 291, 267)",3
test,hepaticvessel_425_25_CT_liver_tumor.png,"(512, 512)",576,"(784, 626, 31, 23)",6
test,hepaticvessel_425_26_CT_liver_vessel.png,"(512, 512)",1556,"(466, 468, 315, 243)",3
test,hepaticvessel_425_27_CT_liver_vessel.png,"(512, 512)",912,"(486, 474, 293, 229)",2
test,hepaticvessel_427_11_CT_liver_vessel.png,"(512, 512)",1008,"(786, 540, 71, 147)",1
test,hepaticvessel_427_12_CT_liver_vessel.png,"(512, 512)",1104,"(758, 544, 93, 139)",1
test,hepaticvessel_427_13_CT_liver_vessel.png,"(512, 512)",1292,"(718, 544, 143, 191)",1
test,hepaticvessel_427_14_CT_liver_vessel.png,"(512, 512)",1892,"(712, 552, 147, 181)",2
test,hepaticvessel_427_15_CT_liver_vessel.png,"(512, 512)",2712,"(572, 546, 285, 203)",2
test,hepaticvessel_427_16_CT_liver_vessel.png,"(512, 512)",3944,"(582, 500, 283, 255)",4
test,hepaticvessel_427_17_CT_liver_vessel.png,"(512, 512)",4784,"(584, 526, 261, 229)",5
test,hepaticvessel_427_18_CT_liver_vessel.png,"(512, 512)",5732,"(524, 526, 313, 229)",6
test,hepaticvessel_427_18_CT_liver_tumor.png,"(512, 512)",2540,"(748, 582, 103, 131)",9
test,hepaticvessel_427_19_CT_liver_vessel.png,"(512, 512)",7720,"(490, 496, 345, 265)",8
test,hepaticvessel_427_19_CT_liver_tumor.png,"(512, 512)",2768,"(750, 582, 113, 127)",10
test,hepaticvessel_427_20_CT_liver_vessel.png,"(512, 512)",9208,"(452, 460, 363, 295)",10
test,hepaticvessel_427_20_CT_liver_tumor.png,"(512, 512)",812,"(816, 604, 35, 27)",2
test,hepaticvessel_427_21_CT_liver_vessel.png,"(512, 512)",5288,"(440, 528, 383, 231)",5
test,hepaticvessel_427_22_CT_liver_vessel.png,"(512, 512)",5252,"(440, 528, 379, 237)",5
test,hepaticvessel_427_23_CT_liver_vessel.png,"(512, 512)",4252,"(440, 540, 333, 217)",4
test,hepaticvessel_427_24_CT_liver_vessel.png,"(512, 512)",4652,"(430, 470, 369, 279)",5
test,hepaticvessel_427_25_CT_liver_vessel.png,"(512, 512)",2780,"(468, 476, 341, 225)",3
test,hepaticvessel_427_26_CT_liver_vessel.png,"(512, 512)",3200,"(512, 522, 307, 151)",3
test,hepaticvessel_427_27_CT_liver_vessel.png,"(512, 512)",1656,"(522, 524, 291, 109)",1
test,hepaticvessel_429_45_CT_liver_vessel.png,"(512, 512)",692,"(768, 440, 103, 291)",1
test,hepaticvessel_429_46_CT_liver_vessel.png,"(512, 512)",648,"(748, 444, 125, 309)",1
test,hepaticvessel_429_55_CT_liver_vessel.png,"(512, 512)",700,"(728, 460, 133, 269)",1
test,hepaticvessel_429_56_CT_liver_vessel.png,"(512, 512)",1132,"(734, 460, 125, 265)",1
test,hepaticvessel_429_57_CT_liver_vessel.png,"(512, 512)",932,"(722, 404, 173, 371)",1
test,hepaticvessel_429_58_CT_liver_vessel.png,"(512, 512)",868,"(734, 404, 159, 365)",1
test,hepaticvessel_429_59_CT_liver_vessel.png,"(512, 512)",816,"(736, 404, 153, 359)",1
test,hepaticvessel_429_60_CT_liver_vessel.png,"(512, 512)",928,"(716, 394, 173, 365)",1
test,hepaticvessel_429_61_CT_liver_vessel.png,"(512, 512)",816,"(714, 400, 173, 351)",1
test,hepaticvessel_429_62_CT_liver_vessel.png,"(512, 512)",772,"(714, 408, 175, 331)",1
test,hepaticvessel_429_63_CT_liver_vessel.png,"(512, 512)",840,"(712, 406, 177, 325)",1
test,hepaticvessel_429_64_CT_liver_vessel.png,"(512, 512)",912,"(714, 404, 179, 325)",1
test,hepaticvessel_429_65_CT_liver_vessel.png,"(512, 512)",1052,"(712, 398, 181, 335)",1
test,hepaticvessel_429_66_CT_liver_vessel.png,"(512, 512)",1176,"(710, 390, 177, 327)",1
test,hepaticvessel_429_67_CT_liver_vessel.png,"(512, 512)",1188,"(680, 356, 207, 355)",1
test,hepaticvessel_429_68_CT_liver_vessel.png,"(512, 512)",1196,"(682, 358, 205, 347)",1
test,hepaticvessel_429_69_CT_liver_vessel.png,"(512, 512)",1176,"(682, 362, 205, 339)",1
test,hepaticvessel_429_70_CT_liver_vessel.png,"(512, 512)",1244,"(682, 366, 203, 319)",2
test,hepaticvessel_429_71_CT_liver_vessel.png,"(512, 512)",2860,"(624, 368, 257, 327)",4
test,hepaticvessel_429_72_CT_liver_vessel.png,"(512, 512)",4416,"(622, 368, 257, 429)",7
